sensor2 1750122314 8.30
sensor2 1750124191 3.80
sensor2 1750106403 8.10
sensor2 1750108454 73.40
sensor2 1750119892 25.00
sensor2 1750103530 51.20
sensor2 1750113447 92.70
sensor2 1750113191 47.90
sensor2 1750120533 31.20
sensor2 1750106635 25.70
sensor2 1750119967 1.70
sensor2 1750133099 37.80
sensor2 1750125338 17.50
sensor2 1750119094 69.30
sensor2 1750105035 71.00
sensor2 1750107047 74.90
sensor2 1750106611 92.50
sensor2 1750104894 58.70
sensor2 1750123692 98.90
sensor2 1750108784 80.10
sensor2 1750111925 85.30
sensor2 1750123806 14.20
sensor2 1750118155 66.50
sensor2 1750122308 96.30
sensor2 1750110137 81.20
sensor2 1750125171 49.40
sensor2 1750126320 4.40
sensor2 1750116225 15.60
sensor2 1750103642 74.10
sensor2 1750106239 22.10
sensor2 1750133932 38.50
sensor2 1750122219 1.00
sensor2 1750113659 67.80
sensor2 1750110759 80.20
sensor2 1750127440 15.20
sensor2 1750121002 32.60
sensor2 1750104062 24.10
sensor2 1750133366 62.50
sensor2 1750118195 4.60
sensor2 1750128969 2.00
sensor2 1750105934 83.60
sensor2 1750126360 56.10
sensor2 1750105200 83.50
sensor2 1750125113 24.60
sensor2 1750116822 56.10
sensor2 1750108896 39.60
sensor2 1750107494 34.60
sensor2 1750113100 52.90
sensor2 1750102407 60.70
sensor2 1750116418 67.50
sensor2 1750102326 72.40
sensor2 1750121915 54.20
sensor2 1750133335 81.50
sensor2 1750121434 94.40
sensor2 1750131272 45.30
sensor2 1750112288 97.00
sensor2 1750132924 11.10
sensor2 1750122211 39.30
sensor2 1750115527 43.00
sensor2 1750116604 1.50
sensor2 1750120501 88.20
sensor2 1750104513 6.80
sensor2 1750134048 48.10
sensor2 1750120755 60.80
sensor2 1750131138 90.20
sensor2 1750105720 54.90
sensor2 1750115975 63.20
sensor2 1750113931 88.10
sensor2 1750106726 43.70
sensor2 1750119218 20.20
sensor2 1750126962 51.10
sensor2 1750109744 10.10
sensor2 1750118828 29.30
sensor2 1750133948 4.80
sensor2 1750102556 41.30
sensor2 1750105907 3.00
sensor2 1750104096 88.10
sensor2 1750112522 13.10
sensor2 1750109955 22.30
sensor2 1750113542 5.70
sensor2 1750128081 45.30
sensor2 1750104495 96.20
sensor2 1750122346 34.90
sensor2 1750125058 58.30
sensor2 1750128854 59.70
sensor2 1750134374 16.00
sensor2 1750125016 45.90
sensor2 1750118881 97.30
sensor2 1750123462 96.70
sensor2 1750126476 16.40
sensor2 1750127255 14.50
sensor2 1750133828 36.40
sensor2 1750123582 89.20
sensor2 1750128803 90.60
sensor2 1750112823 8.30
sensor2 1750118190 18.60
sensor2 1750120799 77.20
