sensor1 1750123861 936
sensor1 1750118459 287
sensor1 1750118060 342
sensor1 1750119534 163
sensor1 1750119070 479
sensor1 1750113307 29
sensor1 1750129198 79
sensor1 1750113148 53
sensor1 1750103946 778
sensor1 1750102874 831
sensor1 1750112227 562
sensor1 1750110591 411
sensor1 1750124411 875
sensor1 1750111597 461
sensor1 1750129664 481
sensor1 1750109520 402
sensor1 1750120728 740
sensor1 1750105906 820
sensor1 1750123325 275
sensor1 1750110830 111
sensor1 1750103243 727
sensor1 1750101351 301
sensor1 1750124887 577
sensor1 1750113145 223
sensor1 1750102851 247
sensor1 1750110000 78
sensor1 1750110095 539
sensor1 1750111416 313
sensor1 1750125554 644
sensor1 1750124693 639
sensor1 1750119210 233
sensor1 1750132372 15
sensor1 1750111120 995
sensor1 1750107394 590
sensor1 1750119407 706
sensor1 1750110235 673
sensor1 1750125206 939
sensor1 1750112709 76
sensor1 1750100652 505
sensor1 1750126975 466
sensor1 1750129604 978
sensor1 1750120596 989
sensor1 1750110129 219
sensor1 1750132372 785
sensor1 1750117020 422
sensor1 1750102532 444
sensor1 1750126932 434
sensor1 1750126933 481
sensor1 1750118884 884
sensor1 1750124563 101
sensor1 1750104683 701
sensor1 1750119519 505
sensor1 1750118952 724
sensor1 1750126751 209
sensor1 1750116565 446
sensor1 1750121844 812
sensor1 1750102070 659
sensor1 1750132717 822
sensor1 1750111217 595
sensor1 1750114298 122
sensor1 1750107040 704
sensor1 1750102819 796
sensor1 1750131493 445
sensor1 1750114169 622
sensor1 1750119741 135
sensor1 1750119117 129
sensor1 1750111321 484
sensor1 1750116897 614
sensor1 1750101417 234
sensor1 1750115676 453
sensor1 1750102649 144
sensor1 1750106946 110
sensor1 1750119360 827
sensor1 1750104482 567
sensor1 1750113270 890
sensor1 1750105553 277
sensor1 1750121255 298
sensor1 1750110552 582
sensor1 1750112582 393
sensor1 1750124266 615
sensor1 1750106819 557
sensor1 1750111129 417
sensor1 1750106975 973
sensor1 1750122569 593
sensor1 1750106944 163
sensor1 1750110052 600
sensor1 1750121024 40
sensor1 1750100687 632
sensor1 1750101387 560
sensor1 1750117917 489
sensor1 1750117225 488
sensor1 1750130947 554
sensor1 1750104408 93
sensor1 1750103564 732
sensor1 1750116446 30
sensor1 1750131086 523
sensor1 1750123421 501
sensor1 1750113501 982
sensor1 1750125864 18
sensor1 1750100414 226
sensor1 1750121749 57
sensor1 1750100511 178
sensor1 1750103764 733
sensor1 1750130693 234
sensor1 1750116543 949
sensor1 1750116805 819
sensor1 1750125041 701
sensor1 1750126199 377
sensor1 1750116956 984
sensor1 1750118056 140
sensor1 1750124822 805
sensor1 1750117711 996
sensor1 1750131956 864
sensor1 1750131970 40
sensor1 1750104922 394
sensor1 1750121834 577
sensor1 1750116689 467
sensor1 1750103285 218
sensor1 1750115034 519
sensor1 1750102730 123
sensor1 1750119555 695
sensor1 1750103298 295
sensor1 1750106935 2
sensor1 1750101781 522
sensor1 1750105690 715
sensor1 1750117522 207
sensor1 1750120470 861
sensor1 1750109204 104
sensor1 1750112239 84
sensor1 1750132337 79
sensor1 1750113182 806
sensor1 1750103604 134
sensor1 1750112796 26
sensor1 1750127438 722
sensor1 1750121725 623
sensor1 1750128392 933
sensor1 1750115327 280
sensor1 1750105148 155
sensor1 1750132451 558
sensor1 1750110149 653
sensor1 1750100347 39
sensor1 1750123828 533
sensor1 1750119941 502
sensor1 1750107076 969
sensor1 1750127031 683
sensor1 1750106001 323
sensor1 1750122395 117
sensor1 1750102788 736
sensor1 1750115741 908
sensor1 1750109330 424
sensor1 1750124515 428
sensor1 1750131878 574
sensor1 1750126172 495
sensor1 1750110171 376
sensor1 1750108316 2
sensor1 1750114671 553
sensor1 1750115303 555
sensor1 1750118901 525
sensor1 1750108043 193
sensor1 1750122057 133
sensor1 1750125427 724
sensor1 1750102729 500
sensor1 1750105338 191
sensor1 1750120130 344
sensor1 1750115837 604
sensor1 1750109225 101
sensor1 1750125108 14
sensor1 1750112140 919
sensor1 1750126274 676
sensor1 1750131783 134
sensor1 1750106122 821
sensor1 1750120699 591
sensor1 1750116805 407
sensor1 1750110268 25
sensor1 1750103377 629
sensor1 1750108554 725
sensor1 1750106700 584
sensor1 1750132355 305
sensor1 1750101346 980
sensor1 1750132822 38
sensor1 1750120803 911
sensor1 1750114683 729
sensor1 1750126233 158
sensor1 1750110114 655
sensor1 1750107224 472
sensor1 1750110697 413
sensor1 1750100182 271
sensor1 1750110033 559
sensor1 1750121277 516
sensor1 1750131059 143
sensor1 1750125567 898
sensor1 1750128495 760
sensor1 1750120298 950
sensor1 1750132006 939
sensor1 1750118012 669
sensor1 1750127273 250
sensor1 1750123000 175
sensor1 1750106096 20
sensor1 1750131641 258
sensor1 1750110416 592
sensor1 1750110791 842
sensor1 1750111527 397
sensor1 1750131368 696
sensor1 1750106458 529
sensor1 1750129785 649
sensor1 1750108929 496
